order_id,customer_id,product_id,quantity,order_date,status
O000528,,P0013,2,2026-07-06,Cancelled
O000529,C00160,P0009,3,2026-07-11,delivered
O000530,C00024,P0020,5,23-Jul-2026,Cancelled
O000531,C00223,P0057,4,16/08/2026,Shipped
O000532,C00085,P0059,2,2026-07-29,Delivered
O000533,C00259,P0011,1,12/07/2026,shipped
O000534,C00274,P0040,1,08-Jul-2026,Delivered
O000535,C00025,P0045,1,12-Jul-2026,shipped
O000536,C00243,P0045,1,14/07/2026,cancelled
O000537,C00052,P0043,2,07/08/2026,delivered
O000538,C00262,P0047,1,12/08/2026,Shipped
O000539,C00103,P0050,3,21-Jul-2026,cancelled
O000540,C00152,P0011,2,07-Jul-2026,Pending
O000541,C00170,P0016,1,04-Jul-2026,Pending
O000542,C00077,P0006,1,05/08/2026,Shipped
O000543,C00234,P0019,2,2026-07-21,shipped
O000544,C00185,P0052,1,2026-08-17,Delivered
O000545,C00005,P0055,3,13/07/2026,Pending
O000546,C00138,P0057,2,2026-07-10,cancelled
O000547,C00205,P0030,4,22/07/2026,DELIVERED
O000548,C00058,P0009,2,2026-08-18,cancelled
O000549,C00248,P0052,5,10/08/2026,Cancelled
O000550,C00015,P0056,2,17/08/2026,Pending
O000551,C00058,P0057,3,31-Jul-2026,Cancelled
O000552,C00007,P0046,5,17-Aug-2026,Shipped
O000553,C00174,P0034,1,07/08/2026,Shipped
O000554,C00247,P0023,2,16-Aug-2026,Delivered
O000555,C00006,P0042,4,2026-07-15,delivered
O000556,C00252,P0021,1,20-Jul-2026,Shipped
O000557,C00282,P0042,1,29/07/2026,Pending
O000558,C00294,P0029,1,10/07/2026,Delivered
O000559,C00053,P0026,1,2026-07-30,shipped
O000560,C00261,P0036,3,18/07/2026,Delivered
O000561,C00115,P0055,5,03-Aug-2026,Pending
O000562,C00187,P0046,2,2026-08-01,Cancelled
O000563,C00182,P0054,3,14-Aug-2026,delivered
O000564,C00024,P0058,4,2026-07-15,shipped
O000565,C00101,P0013,2,12-Jul-2026,Cancelled
O000566,C00056,P0049,5,2026-07-30,Pending
O000567,C00235,P0043,4,2026-08-11,Returned
O000568,C00025,P0036,5,2026-08-01,DELIVERED
O000569,C00066,P0007,3,29-Jul-2026,cancelled
O000570,C00215,P0039,3,18/08/2026,Pending
O000571,C00069,P0009,5,31/07/2026,Returned
O000572,C00161,P0046,2,09-Aug-2026,shipped
O000573,C00177,P0059,2,16-Aug-2026,Returned
O000574,C00166,P0046,5,12-Jul-2026,cancelled
O000575,C00274,P0019,1,31/07/2026,DELIVERED
O000576,C00028,P0043,2,08/07/2026,shipped
O000577,C00075,P0054,2,08-Jul-2026,Delivered
O000578,C00184,P0053,5,2026-08-01,Returned
O000579,C00200,P0016,1,06/08/2026,cancelled
O000580,C00214,P0051,1,2026-08-17,shipped
O000581,C00104,P0040,3,02-Aug-2026,Returned
O000582,C00101,P0050,1,2026-07-17,DELIVERED
O000583,C00264,P0008,5,28/07/2026,DELIVERED
O000584,C00083,P0038,2,2026-07-20,DELIVERED
O000585,C00166,P0039,3,08/07/2026,Returned
O000586,C00184,P0005,2,19-Aug-2026,delivered
O000587,C00259,P0011,1,31/07/2026,Shipped
O000588,C00110,P0043,2,26-Jul-2026,Returned
O000589,C00244,P0036,3,14/08/2026,Shipped
O000590,C00125,P0003,1,17/08/2026,shipped
O000591,C00277,P0047,3,22-Jul-2026,Returned
O000592,C00229,P0032,2,07/07/2026,Returned
O000593,C00043,P0007,1,2026-07-15,Shipped
O000594,C00218,P0054,4,11-Jul-2026,delivered
O000595,C00079,P0002,1,2026-08-03,Delivered
O000596,C00092,P0051,2,21/07/2026,cancelled
O000597,C00199,P0029,1,14/08/2026,delivered
O000598,C00274,P0001,5,2026-08-15,delivered
O000599,C00184,P0060,3,05-Aug-2026,delivered
O000600,C00145,P0049,1,02/08/2026,DELIVERED
O000601,C00274,P0015,5,13/07/2026,DELIVERED
O000602,C00153,P0044,1,15-Aug-2026,Returned
O000603,C00073,P0008,4,06-Jul-2026,Returned
O000604,C00044,P0020,3,2026-07-18,cancelled
O000605,C00263,P0010,3,2026-07-15,delivered
O000606,C00093,P0043,5,09/08/2026,Returned
O000607,C00038,P0019,2,15-Aug-2026,Pending
O000608,C00170,P0023,1,13/07/2026,delivered
O000609,C00100,P0021,3,05-Aug-2026,DELIVERED
O000610,C00290,P0037,2,2026-07-28,Cancelled
O000611,C00127,P0051,4,19/07/2026,Cancelled
O000612,C00069,P0044,3,26/07/2026,Pending
O000613,C00283,P0007,3,2026-07-16,Returned
O000614,C00101,P0017,1,13-Aug-2026,Delivered
O000615,C00298,P0038,1,30-Jul-2026,shipped
O000616,C00279,P0058,2,08/08/2026,cancelled
O000617,C00115,P0058,2,11/08/2026,Returned
O000618,C00262,P0006,2,30-Jul-2026,DELIVERED
O000619,C00264,P0009,5,02-Aug-2026,DELIVERED
O000620,C00248,P0023,2,2026-07-07,shipped
O000621,C00190,P0015,3,07/07/2026,Pending
O000622,C00233,P0057,3,2026-07-06,Returned
O000623,C00141,P0054,2,21/07/2026,cancelled
O000624,C00188,P0038,4,2026-08-14,Returned
O000625,C00208,P0023,5,2026-07-27,Returned
O000626,C00072,P0029,3,2026-07-15,DELIVERED
O000627,C00096,P0011,1,28-Jul-2026,Shipped
O000628,C00213,P0052,4,26/07/2026,Shipped
O000629,C00083,P0042,2,30-Jul-2026,DELIVERED
O000630,C00069,P0041,2,2026-08-05,DELIVERED
O000631,C00133,P0060,5,16-Jul-2026,Delivered
O000632,C00146,P0006,4,18/07/2026,DELIVERED
O000633,C00113,P0054,5,2026-07-31,Returned
O000634,C00136,P0011,5,17-Aug-2026,delivered
O000635,C00118,P0025,2,28-Jul-2026,Returned
O000636,C00215,P0053,4,14-Jul-2026,Delivered
O000637,C00273,P0033,2,11-Jul-2026,Returned
O000638,C00001,P0058,4,17/08/2026,Delivered
O000639,C00272,P0028,4,19/07/2026,delivered
O000640,C00218,P0009,1,21/07/2026,Returned
O000641,C00210,P0017,1,16-Jul-2026,Returned
O000642,C00061,P0034,3,05/07/2026,Cancelled
O000643,C00055,P0010,3,01-Aug-2026,cancelled
O000644,C00290,P0024,4,2026-08-13,cancelled
O000645,C00283,P0051,5,09-Aug-2026,Pending
O000646,C00130,P0020,4,10-Aug-2026,DELIVERED
O000647,C00061,P0048,2,2026-07-19,Shipped
O000648,C00261,P0026,1,2026-07-26,cancelled
O000649,C00003,P0052,5,09/07/2026,delivered
O000650,C00033,P0017,1,19-Jul-2026,cancelled
O000651,C00206,P0040,5,2026-08-15,DELIVERED
O000652,C00254,P0029,5,05/07/2026,Shipped
O000653,C00018,P0051,2,12-Aug-2026,DELIVERED
O000654,,P0024,2,2026-07-20,shipped
O000655,C00205,P0023,2,16-Aug-2026,Delivered
O000656,C00036,P0059,5,10-Jul-2026,Cancelled
O000657,C00178,P0053,2,22/07/2026,cancelled
O000658,C00295,P0001,1,21-Jul-2026,delivered
O000659,C00258,P0019,3,25-Jul-2026,shipped
O000660,C00227,P0025,3,10/08/2026,Pending
O000661,C00015,P0031,2,12-Jul-2026,Shipped
O000662,C00162,P0027,3,2026-07-27,shipped
O000663,C00048,P0026,1,17-Aug-2026,DELIVERED
O000664,C00244,P0021,3,2026-07-27,Shipped
O000665,C00256,P0048,3,2026-07-17,Shipped
O000666,C00104,P0054,1,2026-07-20,delivered
O000667,C00253,P0040,4,05/07/2026,Cancelled
O000668,C00253,P0058,5,10/08/2026,cancelled
O000669,C00114,P0049,4,09/08/2026,Returned
O000670,C00017,P0033,2,27/07/2026,delivered
O000671,,P0030,2,25/07/2026,delivered
O000672,C00167,P0024,3,2026-08-13,shipped
O000673,C00242,P0040,4,2026-07-26,cancelled
O000674,C00191,P0024,5,2026-07-30,Shipped
O000675,C00052,P0047,4,2026-07-22,DELIVERED
O000676,C00077,P0031,2,05-Jul-2026,Returned
O000677,C00274,P0047,5,25-Jul-2026,Delivered
O000678,C00204,P0007,3,18/08/2026,delivered
O000679,C00231,P0048,5,26-Jul-2026,shipped
O000680,C00177,P0002,5,2026-07-30,Returned
O000681,C00090,P0050,5,23/07/2026,Pending
O000682,C00041,P0025,2,2026-08-13,Cancelled
O000683,C00216,P0041,1,2026-08-13,DELIVERED
O000684,C00176,P0015,3,25-Jul-2026,cancelled
O000685,C00139,P0057,5,02/08/2026,cancelled
O000686,C00086,P0012,3,05-Jul-2026,delivered
O000687,C00108,P0011,4,29-Jul-2026,Delivered
O000688,C00014,P0050,1,2026-07-30,shipped
O000689,C00080,P0006,2,15-Aug-2026,shipped
O000690,C00227,P0041,2,2026-07-12,Delivered
O000691,C00183,P0056,5,25/07/2026,Returned
O000692,C00228,P0009,5,18/08/2026,cancelled
O000693,C00269,P0041,3,14/08/2026,Returned
O000694,C00117,P0052,4,10/07/2026,DELIVERED
O000695,C00156,P0001,2,05/07/2026,shipped
O000696,C00241,P0035,4,05/07/2026,Delivered
O000697,C00221,P0052,1,23-Jul-2026,Cancelled
O000698,C00097,P0027,2,09-Aug-2026,cancelled
O000699,C00194,P0015,2,20-Jul-2026,shipped
O000700,C00146,P0042,1,2026-08-08,DELIVERED
O000701,C00149,P0008,3,14-Aug-2026,Pending
O000702,C00097,P0021,5,2026-07-05,DELIVERED
O000703,C00053,P0019,1,2026-07-21,delivered
O000704,C00078,P0001,3,05/08/2026,Cancelled
O000705,C00238,P0045,2,2026-07-07,shipped
O000706,C00201,P0005,3,08/08/2026,Delivered
O000707,C00063,P0050,4,2026-08-19,Delivered
O000708,C00102,P0030,2,11/07/2026,cancelled
O000709,C00160,P0060,1,25-Jul-2026,Returned
O000710,C00267,P0008,2,21/07/2026,Delivered
O000711,C00112,P0008,1,2026-07-20,shipped
O000712,,P0008,1,30-Jul-2026,Pending
O000713,C00080,P0024,1,10-Jul-2026,Cancelled
O000714,C00031,P0004,5,2026-07-27,DELIVERED
O000715,C00250,P0015,3,25/07/2026,Shipped
O000716,C00011,P0045,3,2026-07-29,Pending
O000717,C00225,P0036,2,23-Jul-2026,DELIVERED
O000718,C00279,P0023,5,25-Jul-2026,DELIVERED
O000719,C00036,P0034,3,14-Jul-2026,Cancelled
O000720,C00233,P0001,2,2026-08-14,Cancelled
O000721,C00123,P0021,4,2026-07-09,Returned
O000722,C00255,P0050,3,08/08/2026,Cancelled
O000723,C00057,P0007,2,2026-08-07,Delivered
O000724,C00104,P0007,5,05-Aug-2026,cancelled
O000725,C00251,P0034,1,13/08/2026,Shipped
O000726,C00037,P0001,1,18/07/2026,Delivered
O000727,C00185,P0036,1,31-Jul-2026,shipped
O000728,C00271,P0003,2,09-Jul-2026,delivered
O000729,C00052,P0047,2,19-Jul-2026,Shipped
O000730,C00292,P0041,4,16-Jul-2026,delivered
O000731,C00296,P0023,4,2026-08-17,DELIVERED
O000732,C00093,P0036,2,30-Jul-2026,Pending
O000733,C00181,P0058,3,25/07/2026,cancelled
O000734,C00221,P0053,5,2026-07-25,cancelled
O000735,C00282,P0060,4,21/07/2026,Delivered
O000736,C00018,P0019,3,2026-08-11,shipped
O000737,C00114,P0014,3,24-Jul-2026,Returned
O000738,C00285,P0037,4,09/08/2026,DELIVERED
O000739,C00071,P0017,3,28/07/2026,delivered
O000740,C00293,P0026,3,10/08/2026,DELIVERED
O000741,C00250,P0053,1,18-Aug-2026,shipped
O000742,C00020,P0047,1,10/08/2026,Cancelled
O000743,C00223,P0027,5,2026-07-12,cancelled
O000744,C00028,P0020,5,2026-08-06,Cancelled
O000745,C00258,P0045,4,18/07/2026,Returned
O000746,C00047,P0015,2,2026-08-01,Cancelled
O000747,C00043,P0031,4,10/08/2026,delivered
O000748,C00205,P0033,2,01/08/2026,Returned
O000749,C00102,P0032,5,30-Jul-2026,Returned
O000750,C00127,P0016,3,09-Jul-2026,delivered
O000751,C00058,P0043,2,31/07/2026,Cancelled
O000752,C00013,P0050,5,24/07/2026,DELIVERED
O000753,C00226,P0003,2,19-Jul-2026,delivered
O000754,C00058,P0048,2,08/07/2026,Delivered
O000755,C00176,P0045,1,12/07/2026,Shipped
O000756,C00276,P0014,3,18-Jul-2026,Pending
O000757,,P0045,5,18-Aug-2026,Returned
O000758,C00023,P0017,5,14/07/2026,Delivered
O000759,C00239,P0042,3,04-Jul-2026,Cancelled
O000760,C00056,P0002,4,23-Jul-2026,delivered
O000761,C00162,P0032,2,12-Aug-2026,Pending
O000762,C00288,P0060,5,18/08/2026,Cancelled
O000763,C00251,P0026,3,14/07/2026,shipped
O000764,C00121,P0033,4,2026-07-21,Returned
O000765,C00144,P0015,2,2026-07-14,cancelled
O000766,C00267,P0044,4,2026-08-13,DELIVERED
O000767,C00219,P0020,2,2026-08-12,DELIVERED
O000768,C00298,P0035,3,17-Aug-2026,Returned
O000769,C00070,P0028,2,14/07/2026,delivered
O000770,C00286,P0035,2,12-Jul-2026,Delivered
O000771,C00164,P0057,3,2026-07-31,Shipped
O000772,C00055,P0009,5,15-Jul-2026,shipped
O000773,C00291,P0040,1,19/07/2026,delivered
O000774,C00245,P0009,3,2026-08-06,cancelled
O000775,C00252,P0031,1,13/07/2026,Delivered
O000776,C00139,P0027,2,2026-07-19,delivered
O000777,C00091,P0060,3,02/08/2026,Shipped
O000778,C00219,P0026,4,07-Jul-2026,Cancelled
O000779,C00202,P0040,1,10-Aug-2026,delivered
O000780,C00232,P0030,4,07-Jul-2026,Delivered
O000781,C00286,P0025,2,07/08/2026,Pending
O000782,C00204,P0057,4,24/07/2026,Delivered
O000783,C00265,P0058,4,2026-07-14,Returned
O000784,C00058,P0012,4,11/08/2026,Cancelled
O000785,C00231,P0002,2,16/07/2026,delivered
O000786,C00129,P0021,2,18-Aug-2026,delivered
O000787,C00047,P0008,1,19-Aug-2026,cancelled
O000788,C00262,P0040,1,2026-07-15,Cancelled
O000789,C00290,P0056,2,2026-08-15,Delivered
O000790,C00215,P0020,4,24/07/2026,DELIVERED
O000791,,P0058,3,2026-07-13,Pending
O000792,C00255,P0055,5,05/08/2026,Shipped
O000793,C00112,P0038,4,2026-08-16,Delivered
O000794,C00126,P0057,5,2026-08-09,Delivered
O000795,C00095,P0010,2,2026-07-08,shipped
O000796,C00170,P0059,2,2026-07-09,shipped
O000797,C00294,P0051,5,09/08/2026,Delivered
O000798,C00048,P0050,4,2026-07-24,cancelled
O000799,C00282,P0005,3,23/07/2026,Returned
O000800,C00212,P0034,1,2026-07-18,Returned
O000801,C00045,P0031,3,18/08/2026,Cancelled
O000802,C00133,P0034,2,10-Aug-2026,Pending
O000803,C00267,P0047,2,14-Aug-2026,Shipped
O000804,C00149,P0013,1,04-Jul-2026,Shipped
O000805,C00213,P0027,2,2026-07-07,Shipped
O000806,C00145,P0017,5,09/07/2026,Delivered
O000807,C00059,P0044,5,26-Jul-2026,Delivered
O000808,C00090,P0013,4,26/07/2026,Delivered
O000809,C00070,P0031,5,14/07/2026,Pending
O000810,C00212,P0060,3,08-Jul-2026,Returned
O000811,C00010,P0014,3,2026-08-10,DELIVERED
O000812,C00144,P0054,5,2026-07-06,cancelled
O000813,C00096,P0039,3,12-Jul-2026,Delivered
O000814,C00140,P0027,3,10/07/2026,shipped
O000815,C00111,P0034,1,2026-07-24,delivered
O000816,C00228,P0033,2,2026-07-06,Cancelled
O000817,C00248,P0047,2,2026-08-07,Returned
O000818,C00068,P0014,5,2026-07-07,Delivered
O000819,C00160,P0060,1,07/07/2026,Pending
O000820,C00024,P0007,1,07-Aug-2026,shipped
O000821,C00108,P0021,5,17/07/2026,Pending
O000822,C00061,P0018,1,14-Jul-2026,Returned
O000823,C00264,P0007,3,18/07/2026,DELIVERED
O000824,C00146,P0037,5,20/07/2026,Returned
O000825,C00228,P0004,1,2026-07-12,cancelled
O000826,C00028,P0006,5,01-Aug-2026,Pending
O000827,C00183,P0020,5,2026-07-26,Pending
O000828,C00291,P0009,4,10/07/2026,Pending
O000829,C00241,P0015,5,18/07/2026,Cancelled
O000830,C00201,P0012,3,18/08/2026,Pending
O000831,C00016,P0005,4,2026-08-03,shipped
O000832,C00179,P0039,4,09-Aug-2026,delivered
O000833,C00167,P0036,5,14/08/2026,cancelled
O000834,C00212,P0016,4,13/08/2026,delivered
O000835,C00175,P0014,4,18-Aug-2026,Cancelled
O000836,C00279,P0045,1,20-Jul-2026,Pending
O000837,C00059,P0038,1,12/08/2026,DELIVERED
O000838,C00158,P0026,5,09/07/2026,Cancelled
O000839,C00254,P0042,2,15-Aug-2026,Delivered
O000840,C00076,P0043,4,14-Jul-2026,Pending
O000841,C00101,P0014,3,17/08/2026,Cancelled
O000842,C00046,P0038,4,2026-07-05,shipped
O000843,,P0024,5,08/08/2026,delivered
O000844,C00145,P0056,5,06/07/2026,Cancelled
O000845,C00196,P0026,2,29/07/2026,DELIVERED
O000846,C00097,P0036,2,29/07/2026,DELIVERED
O000847,,P0001,4,09-Jul-2026,cancelled
O000848,C00070,P0006,4,13-Jul-2026,cancelled
O000849,C00093,P0030,4,06/08/2026,Cancelled
O000850,,P0012,4,01-Aug-2026,Shipped
O000851,C00257,P0018,1,2026-07-31,Pending
O000852,C00189,P0008,1,2026-08-11,Returned
O000853,C00144,P0030,5,2026-08-06,Shipped
O000854,C00242,P0041,5,16-Aug-2026,shipped
O000855,C00028,P0058,4,26/07/2026,Returned
O000856,C00241,P0037,3,26/07/2026,DELIVERED
O000857,C00019,P0045,5,12/08/2026,Delivered
O000858,C00243,P0038,3,15-Jul-2026,Delivered
O000859,C00147,P0032,3,09/07/2026,DELIVERED
O000860,C00144,P0018,5,2026-07-20,DELIVERED
O000861,C00229,P0024,2,16/07/2026,DELIVERED
O000862,C00271,P0056,2,07-Jul-2026,DELIVERED
O000863,C00254,P0049,4,31-Jul-2026,DELIVERED
O000864,C00108,P0037,1,2026-07-26,DELIVERED
O000865,C00238,P0026,5,2026-08-04,cancelled
O000866,C00200,P0031,4,2026-07-20,shipped
O000867,C00230,P0025,1,2026-08-17,Returned
O000868,C00182,P0055,3,01/08/2026,shipped
O000869,C00137,P0052,4,11/07/2026,Shipped
O000870,C00100,P0034,2,26/07/2026,Returned
O000871,,P0044,1,04-Jul-2026,delivered
O000872,C00229,P0023,2,2026-07-19,Delivered
O000873,C00048,P0004,2,12-Aug-2026,delivered
O000874,C00062,P0006,5,2026-08-11,delivered
O000875,C00095,P0017,1,23-Jul-2026,Pending
O000876,C00142,P0050,3,01/08/2026,DELIVERED
O000877,C00038,P0018,1,08/07/2026,shipped
O000878,C00092,P0029,2,09-Jul-2026,cancelled
O000879,C00092,P0042,4,2026-08-04,delivered
O000880,C00227,P0046,1,20-Jul-2026,shipped
O000881,C00229,P0002,1,2026-08-04,cancelled
O000882,C00137,P0010,5,2026-08-18,Returned
O000883,C00252,P0031,1,01-Aug-2026,Shipped
O000884,C00002,P0025,5,18/08/2026,Cancelled
O000885,C00156,P0026,1,08/07/2026,Returned
O000886,C00175,P0006,2,03-Aug-2026,Delivered
O000887,C00197,P0043,1,17-Jul-2026,Cancelled
O000888,C00250,P0006,2,2026-08-14,Shipped
O000889,C00013,P0047,1,11-Aug-2026,shipped
O000890,C00256,P0035,1,01/08/2026,Delivered
O000891,C00208,P0008,4,18-Jul-2026,Returned
O000892,C00077,P0048,1,11-Aug-2026,DELIVERED
O000893,C00251,P0042,5,2026-07-06,Shipped
O000894,C00067,P0001,3,2026-07-16,Pending
O000895,C00088,P0054,1,2026-08-10,Pending
O000896,C00113,P0005,4,17/07/2026,delivered
O000897,C00295,P0035,2,2026-07-13,DELIVERED
O000898,C00172,P0005,4,2026-07-12,Cancelled
O000899,C00284,P0011,1,2026-08-02,delivered
O000900,C00193,P0050,1,2026-07-14,Delivered
O000901,C00092,P0060,3,10/07/2026,Pending
O000902,C00065,P0014,4,14/07/2026,Shipped
O000903,C00090,P0040,4,17-Aug-2026,delivered
O000904,C00155,P0023,2,2026-07-30,Returned
O000905,C00049,P0040,4,28-Jul-2026,Shipped
O000906,C00142,P0004,4,16/07/2026,DELIVERED
O000907,C00082,P0043,3,2026-07-06,cancelled
O000908,C00129,P0022,1,13-Aug-2026,DELIVERED
O000909,C00081,P0051,1,2026-07-06,Pending
O000910,C00297,P0021,3,2026-07-31,delivered
O000911,C00167,P0015,2,11/07/2026,Shipped
O000912,C00038,P0031,4,2026-08-11,Shipped
O000913,C00233,P0012,2,29-Jul-2026,Cancelled
O000914,C00139,P0013,5,2026-07-25,shipped
O000915,C00070,P0008,3,2026-08-03,shipped
O000916,C00081,P0051,5,14-Aug-2026,Shipped
O000917,C00045,P0027,2,07-Aug-2026,Pending
O000918,C00237,P0018,2,2026-07-05,Cancelled
O000919,C00223,P0038,5,2026-07-19,cancelled
O000920,C00023,P0003,1,04/08/2026,Returned
O000921,C00202,P0031,2,2026-08-17,Returned
O000922,C00007,P0045,3,2026-07-31,delivered
O000923,C00009,P0031,4,16-Aug-2026,Delivered
O000924,C00233,P0030,3,13-Jul-2026,Pending
O000925,C00001,P0056,3,13-Aug-2026,Delivered
O000926,C00152,P0028,5,22-Jul-2026,Shipped
O000927,C00042,P0040,5,26-Jul-2026,Cancelled
O000928,C00027,P0008,1,29/07/2026,Cancelled
O000929,C00090,P0042,2,2026-08-09,Cancelled
O000930,C00123,P0035,5,12-Jul-2026,Shipped
O000931,C00116,P0021,4,27/07/2026,Delivered
O000932,C00033,P0024,5,2026-07-27,Pending
O000933,C00273,P0044,3,08-Aug-2026,delivered
O000934,C00097,P0058,2,02/08/2026,delivered
O000935,C00056,P0011,4,2026-07-21,Shipped
O000936,C00267,P0041,5,2026-07-06,Pending
O000937,C00178,P0027,3,2026-08-02,delivered
O000938,C00012,P0056,4,19-Jul-2026,Cancelled
O000939,C00168,P0032,5,11/08/2026,Pending
O000940,C00156,P0037,3,2026-07-13,Pending
O000941,C00191,P0019,4,2026-07-07,DELIVERED
O000942,C00275,P0019,2,2026-07-16,Shipped
O000943,C00060,P0003,3,25/07/2026,DELIVERED
O000944,C00106,P0036,3,2026-08-18,Cancelled
O000945,C00230,P0035,1,15/07/2026,Pending
O000946,,P0030,5,24-Jul-2026,Cancelled
O000947,C00152,P0031,5,23-Jul-2026,Pending
O000948,C00174,P0045,1,2026-07-12,Returned
O000949,C00060,P0020,2,06/07/2026,Cancelled
O000950,C00048,P0021,5,08-Jul-2026,Shipped
O000951,C00143,P0013,4,05-Jul-2026,delivered
O000952,C00263,P0026,5,17-Jul-2026,Delivered
O000953,C00185,P0026,3,14/07/2026,Cancelled
O000954,C00007,P0019,4,27-Jul-2026,delivered
O000955,C00111,P0047,4,02/08/2026,DELIVERED
O000956,C00218,P0047,5,2026-07-30,DELIVERED
O000957,C00107,P0020,1,04-Aug-2026,cancelled
O000958,C00046,P0001,4,2026-07-31,Returned
O000959,C00237,P0046,4,09/08/2026,Returned
O000960,C00252,P0003,5,24-Jul-2026,Pending
O000961,C00115,P0002,4,2026-07-04,shipped
O000962,C00214,P0012,1,2026-08-05,shipped
O000963,C00253,P0005,4,12-Aug-2026,cancelled
O000964,C00133,P0041,1,17/08/2026,Returned
O000965,C00295,P0002,2,21/07/2026,Pending
O000966,C00070,P0023,4,14-Jul-2026,Cancelled
O000967,C00025,P0019,1,23-Jul-2026,Shipped
O000968,C00094,P0049,5,11/07/2026,Cancelled
O000969,C00155,P0018,1,17-Aug-2026,Cancelled
O000970,C00074,P0001,4,13/07/2026,Cancelled
O000971,C00084,P0007,2,17-Jul-2026,Returned
O000972,C00273,P0046,1,09/08/2026,Pending
O000973,C00040,P0008,3,12-Jul-2026,Cancelled
O000974,C00072,P0053,3,2026-08-02,shipped
O000975,C00015,P0048,2,12-Jul-2026,Shipped
O000976,C00158,P0009,4,17-Jul-2026,delivered
O000977,C00040,P0002,1,2026-08-04,Returned
O000978,C00031,P0031,3,12-Jul-2026,Delivered
O000979,C00050,P0051,2,2026-07-12,Cancelled
O000980,C00015,P0006,5,14/07/2026,Cancelled
O000981,C00083,P0055,5,06-Aug-2026,delivered
O000982,C00051,P0053,2,10/08/2026,DELIVERED
O000983,C00276,P0001,4,11/07/2026,DELIVERED
O000984,C00226,P0044,4,11/07/2026,Shipped
O000985,C00264,P0015,3,2026-07-30,Pending
O000986,C00057,P0034,3,13-Jul-2026,Delivered
O000987,C00043,P0021,4,04-Aug-2026,shipped
O000988,C00228,P0015,4,2026-08-09,delivered
O000989,,P0044,4,28-Jul-2026,delivered
O000990,C00203,P0029,1,2026-08-07,cancelled
O000991,C00206,P0045,2,2026-08-10,Cancelled
O000992,C00102,P0022,4,2026-07-17,Shipped
O000993,C00218,P0047,5,05-Aug-2026,shipped
O000994,C00205,P0023,4,04/08/2026,Returned
O000995,C00143,P0010,4,02/08/2026,Shipped
O000996,C00069,P0002,1,11/07/2026,Delivered
O000997,C00092,P0025,3,12-Aug-2026,delivered
O000998,C00040,P0043,2,07/08/2026,Pending
O000999,C00252,P0033,5,21-Jul-2026,Delivered
O001000,C00017,P0028,4,12/07/2026,Pending
O001001,C00019,P0003,3,16-Jul-2026,DELIVERED
O001002,C00252,P0028,4,2026-07-13,Pending
O001003,C00284,P0044,5,2026-08-08,Returned
O001004,C00029,P0026,4,21-Jul-2026,Cancelled
O001005,C00146,P0021,2,07/07/2026,Cancelled
O001006,C00299,P0002,4,14/08/2026,Cancelled
O001007,C00211,P0023,2,08-Jul-2026,shipped
O001008,C00044,P0059,1,17/08/2026,DELIVERED
O001009,C00011,P0035,4,24-Jul-2026,Returned
O001010,C00216,P0018,1,06/07/2026,cancelled
O001011,C00293,P0025,4,2026-07-25,Shipped
O001012,C00173,P0032,5,06/08/2026,Cancelled
O001013,C00224,P0013,1,05-Aug-2026,Shipped
O001014,C00148,P0017,4,2026-07-08,delivered
O001015,C00297,P0007,5,11-Aug-2026,Pending
O001016,C00219,P0014,3,26-Jul-2026,shipped
O001017,C00222,P0043,4,08/08/2026,Returned
O001018,C00233,P0043,5,2026-08-09,Pending
O001019,C00110,P0043,5,03-Aug-2026,cancelled
O001020,C00290,P0047,3,13/08/2026,DELIVERED
O001021,C00124,P0010,4,17/08/2026,delivered
O001022,C00105,P0055,2,31/07/2026,Shipped
O001023,C00208,P0016,2,11/07/2026,Pending
O001024,C00249,P0036,1,2026-08-01,DELIVERED
O001025,C00140,P0009,3,06-Jul-2026,Returned
O001026,C00091,P0042,1,2026-07-07,delivered
O001027,C00161,P0039,4,23/07/2026,delivered
O001028,C00204,P0054,5,2026-07-13,Returned
O001029,C00298,P0050,1,2026-08-07,delivered
O001030,C00161,P0022,2,11/08/2026,Shipped
O001031,C00074,P0007,4,16/07/2026,shipped
O001032,C00029,P0032,1,08/08/2026,Returned
O001033,C00217,P0031,2,17/08/2026,Pending
O001034,C00189,P0053,5,2026-07-23,Delivered
O001035,C00123,P0017,3,09-Aug-2026,delivered
O001036,C00274,P0056,4,20/07/2026,shipped
O001037,C00047,P0060,2,20/07/2026,Cancelled
O001038,C00209,P0051,4,07/07/2026,cancelled
O001039,C00171,P0046,3,31-Jul-2026,delivered
O001040,C00181,P0027,3,12/08/2026,Delivered
O001041,C00027,P0042,2,2026-08-15,cancelled
O001042,C00103,P0041,1,2026-07-24,Shipped
O001043,C00265,P0046,4,14/08/2026,Pending
O001044,C00245,P0056,5,13/07/2026,shipped
O001045,C00102,P0006,4,31-Jul-2026,Shipped
O001046,C00011,P0002,2,2026-08-09,Pending
O001047,C00102,P0017,5,18/08/2026,shipped
O001048,C00077,P0006,1,2026-07-28,Returned
O001049,C00223,P0050,2,03-Aug-2026,Shipped
O001050,C00098,P0056,4,2026-07-22,cancelled
O001051,C00106,P0039,2,18/07/2026,DELIVERED
O001052,C00210,P0051,3,2026-07-13,Pending
O001053,C00128,P0024,1,2026-08-11,Pending
O001054,C00069,P0056,2,25-Jul-2026,cancelled
